attribute,start,min,max,name
Attack,120,220,372,giratina
Defense,100,184,328,giratina
Sp. Atk,120,220,372,giratina
Sp. Def,100,184,328,giratina
Speed,90,166,306,giratina
HP,108,326,420,garchomp
Attack,130,238,394,garchomp
Defense,95,175,317,garchomp
Sp. Atk,80,148,284,garchomp
Sp. Def,85,157,295,garchomp
Speed,102,188,333,garchomp
HP,108,326,420,garchomp
Attack,170,310,482,garchomp
Defense,115,211,361,garchomp
Sp. Atk,120,220,372,garchomp
Sp. Def,95,175,317,garchomp
Speed,92,170,311,garchomp
HP,80,270,364,latias
Attack,80,148,284,latias
Defense,90,166,306,latias
Sp. Atk,110,202,350,latias
Sp. Def,130,238,394,latias
Speed,110,202,350,latias
HP,80,270,364,latias
Attack,100,184,328,latias
Defense,120,220,372,latias
Sp. Atk,140,256,416,latias
Sp. Def,150,274,438,latias
Speed,110,202,350,latias
HP,80,270,364,latios
Attack,90,166,306,latios
Defense,80,148,284,latios
Sp. Atk,130,238,394,latios
Sp. Def,110,202,350,latios
Speed,110,202,350,latios
HP,80,270,364,latios
Attack,130,238,394,latios
Defense,100,184,328,latios
Sp. Atk,160,292,460,latios
Sp. Def,120,220,372,latios
Speed,110,202,350,latios
HP,58,226,320,gible
Attack,70,130,262,gible
Defense,45,85,207,gible
Sp. Atk,40,76,196,gible
Sp. Def,45,85,207,gible
Speed,42,80,201,gible
HP,45,200,294,bagon
Attack,75,139,273,bagon
Defense,60,112,240,bagon
Sp. Atk,40,76,196,bagon
Sp. Def,30,58,174,bagon
Speed,50,94,218,bagon
HP,65,240,334,shelgon
Attack,95,175,317,shelgon
Defense,100,184,328,shelgon
Sp. Atk,60,112,240,shelgon
Sp. Def,50,94,218,shelgon
Speed,50,94,218,shelgon
HP,80,270,364,flygon
Attack,100,184,328,flygon
Defense,80,148,284,flygon
Sp. Atk,80,148,284,flygon
Sp. Def,80,148,284,flygon
Speed,100,184,328,flygon
HP,70,250,344,sceptile
Attack,85,157,295,sceptile
Defense,65,121,251,sceptile
Sp. Atk,105,193,339,sceptile
Sp. Def,85,157,295,sceptile
Speed,120,220,372,sceptile
HP,70,250,344,sceptile
Attack,110,202,350,sceptile
Defense,75,139,273,sceptile
Sp. Atk,145,265,427,sceptile
Sp. Def,85,157,295,sceptile
Speed,145,265,427,sceptile
HP,50,210,304,vibrava
Attack,70,130,262,vibrava
Defense,50,94,218,vibrava
Sp. Atk,50,94,218,vibrava
Sp. Def,50,94,218,vibrava
Speed,70,130,262,vibrava
HP,75,260,354,kingdra
Attack,95,175,317,kingdra
Defense,95,175,317,kingdra
Sp. Atk,95,175,317,kingdra
Sp. Def,95,175,317,kingdra
Speed,85,157,295,kingdra
HP,90,290,384,ampharos
Attack,75,139,273,ampharos
Defense,85,157,295,ampharos
Sp. Atk,115,211,361,ampharos
Sp. Def,90,166,306,ampharos
Speed,55,103,229,ampharos
HP,90,290,384,ampharos
Attack,95,175,317,ampharos
Defense,105,193,339,ampharos
Sp. Atk,165,301,471,ampharos
Sp. Def,110,202,350,ampharos
Speed,45,85,207,ampharos
HP,95,300,394,exeggutor
HP,61,232,326,dragonair
Attack,84,155,293,dragonair
Defense,65,121,251,dragonair
Sp. Atk,70,130,262,dragonair
Sp. Def,70,130,262,dragonair
Speed,70,130,262,dragonair
Attack,95,175,317,exeggutor
Defense,85,157,295,exeggutor
Sp. Atk,125,229,383,exeggutor
Sp. Def,75,139,273,exeggutor
Speed,55,103,229,exeggutor
HP,95,300,394,exeggutor
Attack,105,193,339,exeggutor
Defense,85,157,295,exeggutor
Sp. Atk,125,229,383,exeggutor
Sp. Def,75,139,273,exeggutor
Speed,45,85,207,exeggutor
HP,70,250,344,duraludon
Attack,95,175,317,duraludon
Defense,115,211,361,duraludon
Sp. Atk,120,220,372,duraludon
Sp. Def,50,94,218,duraludon
Speed,85,157,295,duraludon
HP,41,192,286,dratini
Attack,64,119,249,dratini
Defense,45,85,207,dratini
Sp. Atk,50,94,218,dratini
Sp. Def,50,94,218,dratini
Speed,50,94,218,dratini
HP,40,190,284,kadabra
Attack,35,67,185,kadabra
Defense,30,58,174,kadabra
Sp. Atk,120,220,372,kadabra
Sp. Def,70,130,262,kadabra
Speed,105,193,339,kadabra
HP,60,230,324,raichu
HP,55,220,314,alakazam
Attack,50,94,218,alakazam
Defense,45,85,207,alakazam
Sp. Atk,135,247,405,alakazam
Sp. Def,95,175,317,alakazam
Speed,120,220,372,alakazam
HP,55,220,314,alakazam
Attack,50,94,218,alakazam
Defense,65,121,251,alakazam
Sp. Atk,175,319,493,alakazam
Sp. Def,105,193,339,alakazam
Attack,90,166,306,raichu
Defense,55,103,229,raichu
Sp. Atk,90,166,306,raichu
Sp. Def,80,148,284,raichu
Speed,110,202,350,raichu
HP,60,230,324,raichu
Attack,85,157,295,raichu
Defense,50,94,218,raichu
Sp. Atk,95,175,317,raichu
Sp. Def,85,157,295,raichu
Speed,110,202,350,raichu
Speed,150,274,438,alakazam
HP,25,160,254,abra
Attack,20,40,152,abra
Defense,15,31,141,abra
Sp. Atk,105,193,339,abra
Sp. Def,55,103,229,abra
Speed,90,166,306,abra
HP,92,294,388,zamazenta
Attack,130,238,394,zamazenta
Defense,145,265,427,zamazenta
Sp. Atk,80,148,284,zamazenta
Sp. Def,145,265,427,zamazenta
Speed,128,234,390,zamazenta
HP,92,294,388,zamazenta
Attack,130,238,394,zamazenta
Defense,115,211,361,zamazenta
Sp. Atk,80,148,284,zamazenta
Sp. Def,115,211,361,zamazenta
Speed,138,252,412,zamazenta
HP,122,354,448,copperajah
Attack,130,238,394,copperajah
Defense,69,128,260,copperajah
Sp. Atk,80,148,284,copperajah
Sp. Def,69,128,260,copperajah
Speed,30,58,174,copperajah
HP,97,304,398,necrozma
Attack,107,197,344,necrozma
Defense,101,186,331,necrozma
Sp. Atk,127,233,388,necrozma
Sp. Def,89,164,304,necrozma
Speed,79,146,282,necrozma
HP,97,304,398,necrozma
Attack,157,287,454,necrozma
Defense,127,233,388,necrozma
Sp. Atk,113,207,357,necrozma
Sp. Def,109,200,348,necrozma
Speed,77,143,278,necrozma
HP,72,254,348,cufant
Attack,80,148,284,cufant
Defense,49,92,216,cufant
Sp. Atk,40,76,196,cufant
Sp. Def,49,92,216,cufant
Speed,40,76,196,cufant
HP,135,380,474,melmetal
Attack,143,261,423,melmetal
Defense,143,261,423,melmetal
Sp. Atk,80,148,284,melmetal
Sp. Def,65,121,251,melmetal
Speed,34,65,183,melmetal
HP,98,306,400,corviknight
Attack,87,161,300,corviknight
Defense,105,193,339,corviknight
Sp. Atk,53,99,225,corviknight
Sp. Def,85,157,295,corviknight
Speed,67,125,256,corviknight
HP,70,250,344,perrserker
Attack,110,202,350,perrserker
Defense,100,184,328,perrserker
Sp. Atk,50,94,218,perrserker
Sp. Def,60,112,240,perrserker
Speed,50,94,218,perrserker
HP,46,202,296,meltan
Attack,65,121,251,meltan
Defense,65,121,251,meltan
Sp. Atk,55,103,229,meltan
Sp. Def,35,67,185,meltan
Speed,34,65,183,meltan
HP,97,304,398,necrozma
Attack,113,207,357,necrozma
Defense,109,200,348,necrozma
Sp. Atk,157,287,454,necrozma
Sp. Def,127,233,388,necrozma
Speed,77,143,278,necrozma
HP,97,304,398,necrozma
Attack,167,305,476,necrozma
Defense,97,179,322,necrozma
Sp. Atk,167,305,476,necrozma
Sp. Def,97,179,322,necrozma
Speed,129,236,392,necrozma
HP,61,232,326,stakataka
Attack,131,240,397,stakataka
Defense,211,384,573,stakataka
Sp. Atk,53,99,225,stakataka
Sp. Def,101,186,331,stakataka
Speed,13,27,137,stakataka
HP,59,228,322,kartana
Attack,181,330,507,kartana
Defense,131,240,397,kartana
Sp. Atk,59,110,238,kartana
Sp. Def,31,60,177,kartana
Speed,109,200,348,kartana
HP,97,304,398,celesteela
Attack,101,186,331,celesteela
Defense,103,189,335,celesteela
Sp. Atk,107,197,344,celesteela
Sp. Def,101,186,331,celesteela
Speed,61,114,243,celesteela
HP,59,228,322,doublade
Attack,110,202,350,doublade
Defense,150,274,438,doublade
Sp. Atk,45,85,207,doublade
Sp. Def,49,92,216,doublade
Speed,35,67,185,doublade
HP,45,200,294,honedge
Attack,80,148,284,honedge
Defense,100,184,328,honedge
Sp. Atk,35,67,185,honedge
Sp. Def,37,71,190,honedge
Speed,28,54,170,honedge
HP,60,230,324,aegislash
Attack,50,94,218,aegislash
Defense,140,256,416,aegislash
Sp. Atk,50,94,218,aegislash
Sp. Def,140,256,416,aegislash
Speed,60,112,240,aegislash
HP,60,230,324,aegislash
Attack,140,256,416,aegislash
Defense,50,94,218,aegislash
Sp. Atk,140,256,416,aegislash
Sp. Def,50,94,218,aegislash
Speed,60,112,240,aegislash
HP,65,240,334,togedemaru
Attack,98,180,324,togedemaru
Defense,63,117,247,togedemaru
Sp. Atk,40,76,196,togedemaru
Sp. Def,73,135,269,togedemaru
Speed,96,177,320,togedemaru
HP,137,384,478,solgaleo
Attack,137,251,410,solgaleo
Defense,107,197,344,solgaleo
Sp. Atk,113,207,357,solgaleo
Sp. Def,89,164,304,solgaleo
Speed,97,179,322,solgaleo
HP,65,240,334,bisharp
Attack,125,229,383,bisharp
Defense,100,184,328,bisharp
Sp. Atk,60,112,240,bisharp
Sp. Def,70,130,262,bisharp
Speed,70,130,262,bisharp
HP,91,292,386,cobalion
Attack,90,166,306,cobalion
Defense,129,236,392,cobalion
Sp. Atk,90,166,306,cobalion
Sp. Def,72,134,267,cobalion
Speed,108,198,346,cobalion
HP,62,234,328,tranquill
HP,50,210,304,pidove
Attack,55,103,229,pidove
Defense,50,94,218,pidove
Sp. Atk,36,69,188,pidove
Sp. Def,30,58,174,pidove
HP,100,310,404,shaymin
Attack,77,143,278,tranquill
Defense,62,116,245,tranquill
Sp. Atk,50,94,218,tranquill
Sp. Def,42,80,201,tranquill
Speed,65,121,251,tranquill
HP,55,220,314,archen
Attack,112,206,355,archen
Defense,45,85,207,archen
Sp. Atk,74,137,271,archen
Sp. Def,45,85,207,archen
Speed,70,130,262,archen
Speed,43,81,203,pidove
Attack,100,184,328,shaymin
Defense,100,184,328,shaymin
Sp. Atk,100,184,328,shaymin
Sp. Def,100,184,328,shaymin
Speed,100,184,328,shaymin
HP,100,310,404,shaymin
Attack,103,189,335,shaymin
Defense,75,139,273,shaymin
Sp. Atk,120,220,372,shaymin
Sp. Def,75,139,273,shaymin
Speed,127,233,388,shaymin
HP,65,240,334,woobat
Attack,45,85,207,woobat
Defense,43,81,203,woobat
Sp. Atk,55,103,229,woobat
Sp. Def,43,81,203,woobat
Speed,72,134,267,woobat
HP,72,254,348,sigilyph
Attack,58,108,236,sigilyph
Defense,80,148,284,sigilyph
Sp. Atk,103,189,335,sigilyph
Sp. Def,80,148,284,sigilyph
Speed,97,179,322,sigilyph
HP,80,270,364,unfezant
Attack,115,211,361,unfezant
Defense,80,148,284,unfezant
Sp. Atk,65,121,251,unfezant
Sp. Def,55,103,229,unfezant
Speed,93,171,313,unfezant
HP,67,244,338,swoobat
Attack,57,107,234,swoobat
Defense,55,103,229,swoobat
Sp. Atk,77,143,278,swoobat
Sp. Def,55,103,229,swoobat
Speed,114,209,359,swoobat
HP,150,410,504,drifblim
Attack,80,148,284,drifblim
Defense,44,83,205,drifblim
Sp. Atk,90,166,306,drifblim
Sp. Def,54,101,227,drifblim
Speed,80,148,284,drifblim
HP,50,210,304,rotom
Attack,50,94,218,rotom
Defense,77,143,278,rotom
Sp. Atk,95,175,317,rotom
Sp. Def,77,143,278,rotom
Speed,91,168,309,rotom
HP,50,210,304,rotom
Attack,65,121,251,rotom
Defense,107,197,344,rotom
Sp. Atk,105,193,339,rotom
Sp. Def,107,197,344,rotom
Speed,86,159,298,rotom
HP,50,210,304,rotom
Attack,65,121,251,rotom
Defense,107,197,344,rotom
Sp. Atk,105,193,339,rotom
HP,75,260,354,gliscor
Attack,95,175,317,gliscor
Defense,125,229,383,gliscor
Sp. Atk,45,85,207,gliscor
Sp. Def,75,139,273,gliscor
Speed,95,175,317,gliscor
HP,76,262,356,chatot
Attack,65,121,251,chatot
Defense,45,85,207,chatot
Sp. Atk,92,170,311,chatot
Sp. Def,42,80,201,chatot
Speed,91,168,309,chatot
HP,90,290,384,drifloon
Attack,50,94,218,drifloon
Defense,34,65,183,drifloon
Sp. Atk,60,112,240,drifloon
Sp. Def,44,83,205,drifloon
Speed,70,130,262,drifloon
HP,85,280,374,staraptor
Attack,120,220,372,staraptor
Defense,70,130,262,staraptor
Sp. Atk,50,94,218,staraptor
Sp. Def,60,112,240,staraptor
Speed,100,184,328,staraptor
HP,100,310,404,honchkrow
Attack,125,229,383,honchkrow
Defense,52,98,223,honchkrow
Sp. Atk,105,193,339,honchkrow
Sp. Def,52,98,223,honchkrow
Speed,71,132,265,honchkrow
HP,55,220,314,staravia
Attack,75,139,273,staravia
Defense,50,94,218,staravia
Sp. Atk,40,76,196,staravia
Sp. Def,40,76,196,staravia
Speed,80,148,284,staravia
Sp. Def,107,197,344,rotom
Speed,86,159,298,rotom
HP,50,210,304,rotom
Attack,65,121,251,rotom
Defense,107,197,344,rotom
Sp. Atk,105,193,339,rotom
Sp. Def,107,197,344,rotom
Speed,86,159,298,rotom
HP,50,210,304,rotom
Attack,65,121,251,rotom
Defense,107,197,344,rotom
Sp. Atk,105,193,339,rotom
Sp. Def,107,197,344,rotom
Speed,86,159,298,rotom
HP,50,210,304,rotom
Attack,65,121,251,rotom
Defense,107,197,344,rotom
Sp. Atk,105,193,339,rotom
Sp. Def,107,197,344,rotom
Speed,86,159,298,rotom
HP,40,190,284,starly
Attack,55,103,229,starly
Defense,30,58,174,starly
Sp. Atk,30,58,174,starly
Sp. Def,30,58,174,starly
Speed,60,112,240,starly
HP,45,200,294,mantyke
Attack,20,40,152,mantyke
Defense,50,94,218,mantyke
Sp. Atk,60,112,240,mantyke
Sp. Def,120,220,372,mantyke
Speed,50,94,218,mantyke
HP,95,300,394,salamence
Attack,135,247,405,salamence
Defense,80,148,284,salamence
Sp. Atk,110,202,350,salamence
Sp. Def,80,148,284,salamence
Speed,100,184,328,salamence
HP,95,300,394,salamence
Attack,145,265,427,salamence
Defense,130,238,394,salamence
Sp. Atk,120,220,372,salamence
Sp. Def,90,166,306,salamence
Speed,120,220,372,salamence
HP,105,320,414,rayquaza
Attack,150,274,438,rayquaza
Defense,90,166,306,rayquaza
Sp. Atk,150,274,438,rayquaza
Sp. Def,90,166,306,rayquaza
Speed,95,175,317,rayquaza
HP,105,320,414,rayquaza
Attack,180,328,504,rayquaza
Defense,100,184,328,rayquaza
Sp. Atk,180,328,504,rayquaza
Sp. Def,100,184,328,rayquaza
Speed,115,211,361,rayquaza
HP,99,308,402,tropius
Attack,68,126,258,tropius
Defense,83,153,291,tropius
Sp. Atk,72,134,267,tropius
Sp. Def,87,161,300,tropius
Speed,51,96,221,tropius
HP,45,200,294,swablu
Attack,40,76,196,swablu
Defense,60,112,240,swablu
Sp. Atk,40,76,196,swablu
Sp. Def,75,139,273,swablu
Speed,50,94,218,swablu
HP,60,230,324,pelipper
Attack,50,94,218,pelipper
Defense,100,184,328,pelipper
Sp. Atk,95,175,317,pelipper
Sp. Def,70,130,262,pelipper
Speed,65,121,251,pelipper
HP,40,190,284,wingull
Attack,30,58,174,wingull
Defense,30,58,174,wingull
Sp. Atk,55,103,229,wingull
Sp. Def,30,58,174,wingull
Speed,85,157,295,wingull
HP,60,230,324,swellow
Attack,85,157,295,swellow
Defense,60,112,240,swellow
Sp. Atk,75,139,273,swellow
Sp. Def,50,94,218,swellow
Speed,125,229,383,swellow
HP,106,322,416,lugia
Attack,90,166,306,lugia
Defense,130,238,394,lugia
Sp. Atk,90,166,306,lugia
Sp. Def,154,281,447,lugia
Speed,110,202,350,lugia
HP,106,322,416,ho-oh
Attack,130,238,394,ho-oh
Defense,90,166,306,ho-oh
Sp. Atk,110,202,350,ho-oh
Sp. Def,154,281,447,ho-oh
Speed,90,166,306,ho-oh
HP,60,230,324,murkrow
Attack,85,157,295,murkrow
Defense,42,80,201,murkrow
Sp. Atk,85,157,295,murkrow
Sp. Def,42,80,201,murkrow
Speed,91,168,309,murkrow
HP,85,280,374,mantine
HP,45,200,294,delibird
Attack,55,103,229,delibird
Defense,45,85,207,delibird
Sp. Atk,65,121,251,delibird
Sp. Def,45,85,207,delibird
Speed,75,139,273,delibird
HP,40,190,284,taillow
Attack,55,103,229,taillow
Defense,30,58,174,taillow
Sp. Atk,30,58,174,taillow
Sp. Def,30,58,174,taillow
Speed,85,157,295,taillow
Attack,40,76,196,mantine
Defense,70,130,262,mantine
Sp. Atk,80,148,284,mantine
Sp. Def,140,256,416,mantine
Speed,70,130,262,mantine
HP,55,220,314,skiploom
Attack,45,85,207,skiploom
Defense,50,94,218,skiploom
Sp. Atk,45,85,207,skiploom
Sp. Def,65,121,251,skiploom
Speed,80,148,284,skiploom
HP,75,260,354,jumpluff
Attack,55,103,229,jumpluff
Defense,70,130,262,jumpluff
Sp. Atk,55,103,229,jumpluff
Sp. Def,95,175,317,jumpluff
Speed,110,202,350,jumpluff
HP,65,240,334,gligar
Attack,75,139,273,gligar
Defense,105,193,339,gligar
Sp. Atk,35,67,185,gligar
Sp. Def,65,121,251,gligar
Speed,85,157,295,gligar
HP,85,280,374,crobat
Attack,90,166,306,crobat
Defense,80,148,284,crobat
Sp. Atk,70,130,262,crobat
Sp. Def,80,148,284,crobat
Speed,130,238,394,crobat
HP,35,180,274,hoppip
Attack,35,67,185,hoppip
Defense,40,76,196,hoppip
Sp. Atk,35,67,185,hoppip
Sp. Def,55,103,229,hoppip
Speed,50,94,218,hoppip
HP,65,240,334,xatu
Attack,75,139,273,xatu
Defense,70,130,262,xatu
Sp. Atk,95,175,317,xatu
Sp. Def,70,130,262,xatu
Speed,95,175,317,xatu
HP,100,310,404,noctowl
Attack,50,94,218,noctowl
Defense,50,94,218,noctowl
Sp. Atk,86,159,298,noctowl
Sp. Def,96,177,320,noctowl
Speed,70,130,262,noctowl
HP,60,230,324,hoothoot
Attack,30,58,174,hoothoot
Defense,30,58,174,hoothoot
Sp. Atk,36,69,188,hoothoot
Sp. Def,56,105,232,hoothoot
Speed,50,94,218,hoothoot
HP,91,292,386,dragonite
Attack,134,245,403,dragonite
Defense,95,175,317,dragonite
Sp. Atk,100,184,328,dragonite
Sp. Def,100,184,328,dragonite
Speed,80,148,284,dragonite
HP,40,190,284,natu
Attack,50,94,218,natu
Defense,45,85,207,natu
Sp. Atk,70,130,262,natu
Sp. Def,45,85,207,natu
Speed,70,130,262,natu
HP,90,290,384,moltres
Attack,100,184,328,moltres
Defense,90,166,306,moltres
Sp. Atk,125,229,383,moltres
Sp. Def,85,157,295,moltres
Speed,90,166,306,moltres
HP,90,290,384,moltres
Attack,85,157,295,moltres
Defense,90,166,306,moltres
Sp. Atk,100,184,328,moltres
Sp. Def,125,229,383,moltres
Speed,90,166,306,moltres
HP,90,290,384,zapdos
Attack,90,166,306,zapdos
Defense,85,157,295,zapdos
Sp. Atk,125,229,383,zapdos
Sp. Def,90,166,306,zapdos
Speed,100,184,328,zapdos
HP,90,290,384,zapdos
Attack,125,229,383,zapdos
Defense,90,166,306,zapdos
Sp. Atk,85,157,295,zapdos
Sp. Def,90,166,306,zapdos
Speed,100,184,328,zapdos
HP,95,300,394,gyarados
Attack,125,229,383,gyarados
Defense,79,146,282,gyarados
Sp. Atk,60,112,240,gyarados
Sp. Def,100,184,328,gyarados
Speed,81,150,287,gyarados
HP,95,300,394,gyarados
Attack,155,283,449,gyarados
Defense,109,200,348,gyarados
Sp. Atk,70,130,262,gyarados
Sp. Def,130,238,394,gyarados
Speed,81,150,287,gyarados
HP,90,290,384,articuno
Attack,85,157,295,articuno
Defense,100,184,328,articuno
Sp. Atk,95,175,317,articuno
Sp. Def,125,229,383,articuno
Speed,85,157,295,articuno
HP,90,290,384,articuno
Attack,85,157,295,articuno
Defense,85,157,295,articuno
Sp. Atk,125,229,383,articuno
Sp. Def,100,184,328,articuno
Speed,95,175,317,articuno
HP,60,230,324,dodrio
Attack,110,202,350,dodrio
Defense,70,130,262,dodrio
Sp. Atk,60,112,240,dodrio
Sp. Def,60,112,240,dodrio
Speed,110,202,350,dodrio
HP,80,270,364,aerodactyl
Attack,105,193,339,aerodactyl
Defense,65,121,251,aerodactyl
Sp. Atk,60,112,240,aerodactyl
Sp. Def,75,139,273,aerodactyl
Speed,130,238,394,aerodactyl
HP,80,270,364,aerodactyl
Attack,135,247,405,aerodactyl
Defense,85,157,295,aerodactyl
Sp. Atk,70,130,262,aerodactyl
Sp. Def,95,175,317,aerodactyl
Speed,150,274,438,aerodactyl
HP,75,260,354,golbat
Attack,80,148,284,golbat
Defense,70,130,262,golbat
Sp. Atk,65,121,251,golbat
Sp. Def,75,139,273,golbat
Speed,90,166,306,golbat
HP,52,214,308,farfetchd
Attack,90,166,306,farfetchd
Defense,55,103,229,farfetchd
Sp. Atk,58,108,236,farfetchd
Sp. Def,62,116,245,farfetchd
Speed,60,112,240,farfetchd
HP,52,214,308,farfetchd
Attack,95,175,317,farfetchd
Defense,55,103,229,farfetchd
Sp. Atk,58,108,236,farfetchd
Sp. Def,62,116,245,farfetchd
Speed,55,103,229,farfetchd
HP,70,250,344,frosmoth
Attack,65,121,251,frosmoth
Defense,60,112,240,frosmoth
Sp. Atk,125,229,383,frosmoth
Sp. Def,90,166,306,frosmoth
Speed,65,121,251,frosmoth
HP,30,170,264,snom
Attack,25,49,163,snom
Defense,35,67,185,snom
Sp. Atk,45,85,207,snom
Sp. Def,30,58,174,snom
Speed,20,40,152,snom
HP,60,230,324,orbeetle
Attack,45,85,207,orbeetle
Defense,110,202,350,orbeetle
Sp. Atk,80,148,284,orbeetle
Sp. Def,120,220,372,orbeetle
Speed,90,166,306,orbeetle
HP,100,310,404,centiskorch
Attack,115,211,361,centiskorch
Defense,65,121,251,centiskorch
Sp. Atk,90,166,306,centiskorch
Sp. Def,90,166,306,centiskorch
Speed,65,121,251,centiskorch
HP,50,210,304,sizzlipede
Attack,65,121,251,sizzlipede
Defense,45,85,207,sizzlipede
Sp. Atk,50,94,218,sizzlipede
Sp. Def,50,94,218,sizzlipede
Speed,45,85,207,sizzlipede
HP,35,180,274,doduo
Attack,85,157,295,doduo
Defense,45,85,207,doduo
Sp. Atk,35,67,185,doduo
Sp. Def,35,67,185,doduo
Speed,75,139,273,doduo
HP,71,252,346,pheromosa
Attack,137,251,410,pheromosa
Defense,37,71,190,pheromosa
Sp. Atk,137,251,410,pheromosa
Sp. Def,37,71,190,pheromosa
Speed,151,276,441,pheromosa
HP,50,210,304,dottler
Attack,35,67,185,dottler
Defense,80,148,284,dottler
Sp. Atk,50,94,218,dottler
Sp. Def,90,166,306,dottler
Speed,30,58,174,dottler
HP,25,160,254,blipbug
Attack,20,40,152,blipbug
Defense,20,40,152,blipbug
Sp. Atk,25,49,163,blipbug
Sp. Def,45,85,207,blipbug
Speed,45,85,207,blipbug
HP,107,324,418,buzzwole
Attack,139,254,414,buzzwole
Defense,139,254,414,buzzwole
Sp. Atk,53,99,225,buzzwole
Sp. Def,53,99,225,buzzwole
Speed,79,146,282,buzzwole
HP,75,260,354,golisopod
Attack,125,229,383,golisopod
Defense,140,256,416,golisopod
Sp. Atk,60,112,240,golisopod
Sp. Def,90,166,306,golisopod
Speed,40,76,196,golisopod
HP,25,160,254,wimpod
Attack,35,67,185,wimpod
Defense,40,76,196,wimpod
Sp. Atk,20,40,152,wimpod
Sp. Def,30,58,174,wimpod
Speed,80,148,284,wimpod
HP,68,246,340,araquanid
Attack,70,130,262,araquanid
Defense,92,170,311,araquanid
Sp. Atk,50,94,218,araquanid
Sp. Def,132,242,399,araquanid
Speed,42,80,201,araquanid
HP,38,186,280,dewpider
Attack,40,76,196,dewpider
Defense,52,98,223,dewpider
Sp. Atk,40,76,196,dewpider
Sp. Def,72,134,267,dewpider
Speed,27,53,168,dewpider
HP,77,264,358,vikavolt
Attack,70,130,262,vikavolt
Defense,90,166,306,vikavolt
Sp. Atk,145,265,427,vikavolt
Sp. Def,75,139,273,vikavolt
Speed,43,81,203,vikavolt
HP,57,224,318,charjabug
Attack,82,152,289,charjabug
Defense,95,175,317,charjabug
Sp. Atk,55,103,229,charjabug
Sp. Def,75,139,273,charjabug
Speed,36,69,188,charjabug
HP,47,204,298,grubbin
Attack,62,116,245,grubbin
Defense,45,85,207,grubbin
Sp. Atk,55,103,229,grubbin
Sp. Def,45,85,207,grubbin
Speed,46,87,210,grubbin
HP,80,270,364,vivillon
Attack,52,98,223,vivillon
Defense,50,94,218,vivillon
Sp. Atk,90,166,306,vivillon
Sp. Def,50,94,218,vivillon
Speed,89,164,304,vivillon
HP,45,200,294,spewpa
Attack,22,44,157,spewpa
Defense,60,112,240,spewpa
Sp. Atk,27,53,168,spewpa
Sp. Def,30,58,174,spewpa
Speed,29,56,172,spewpa
HP,71,252,346,genesect
Attack,120,220,372,genesect
Defense,95,175,317,genesect
Sp. Atk,120,220,372,genesect
Sp. Def,95,175,317,genesect
Speed,99,182,326,genesect
HP,58,226,320,durant
Attack,109,200,348,durant
Defense,112,206,355,durant
Sp. Atk,48,90,214,durant
Sp. Def,48,90,214,durant
Speed,109,200,348,durant
HP,85,280,374,volcarona
Attack,60,112,240,volcarona
Defense,65,121,251,volcarona
Sp. Atk,135,247,405,volcarona
Sp. Def,105,193,339,volcarona
Speed,100,184,328,volcarona
HP,38,186,280,scatterbug
Attack,35,67,185,scatterbug
Defense,40,76,196,scatterbug
Sp. Atk,27,53,168,scatterbug
Sp. Def,25,49,163,scatterbug
Speed,35,67,185,scatterbug
HP,55,220,314,larvesta
Attack,85,157,295,larvesta
Defense,55,103,229,larvesta
Sp. Atk,50,94,218,larvesta
Sp. Def,55,103,229,larvesta
Speed,60,112,240,larvesta
HP,50,210,304,karrablast
Attack,75,139,273,karrablast
Defense,45,85,207,karrablast
Sp. Atk,40,76,196,karrablast
Sp. Def,45,85,207,karrablast
Speed,60,112,240,karrablast
HP,70,250,344,galvantula
Attack,77,143,278,galvantula
Defense,60,112,240,galvantula
Sp. Atk,97,179,322,galvantula
Sp. Def,60,112,240,galvantula
Speed,108,198,346,galvantula
HP,50,210,304,shelmet
Attack,40,76,196,shelmet
Defense,85,157,295,shelmet
Sp. Atk,40,76,196,shelmet
Sp. Def,65,121,251,shelmet
Speed,25,49,163,shelmet
HP,80,270,364,accelgor
Attack,70,130,262,accelgor
Defense,40,76,196,accelgor
Sp. Atk,100,184,328,accelgor
Sp. Def,60,112,240,accelgor
Speed,145,265,427,accelgor
HP,60,230,324,scolipede
Attack,100,184,328,scolipede
Defense,89,164,304,scolipede
Sp. Atk,55,103,229,scolipede
Sp. Def,69,128,260,scolipede
Speed,112,206,355,scolipede
HP,50,210,304,joltik
Attack,47,89,212,joltik
Defense,50,94,218,joltik
Sp. Atk,57,107,234,joltik
Sp. Def,50,94,218,joltik
Speed,65,121,251,joltik
HP,50,210,304,dwebble
Attack,65,121,251,dwebble
Defense,85,157,295,dwebble
Sp. Atk,35,67,185,dwebble
Sp. Def,35,67,185,dwebble
Speed,55,103,229,dwebble
HP,70,250,344,crustle
Attack,105,193,339,crustle
Defense,125,229,383,crustle
Sp. Atk,65,121,251,crustle
Sp. Def,75,139,273,crustle
Speed,45,85,207,crustle
HP,40,190,284,whirlipede
Attack,55,103,229,whirlipede
Defense,99,182,326,whirlipede
Sp. Atk,40,76,196,whirlipede
Sp. Def,79,146,282,whirlipede
Speed,47,89,212,whirlipede
HP,45,200,294,sewaddle
Attack,53,99,225,sewaddle
Defense,70,130,262,sewaddle
Sp. Atk,40,76,196,sewaddle
Sp. Def,60,112,240,sewaddle
Speed,42,80,201,sewaddle
